geno	Omi32_e_2_1	Omi32_e_2_2	Omi32_e_2_3	Omi32_e_2_4	Omi32_e_3_1	Omi32_e_3_2	Omi32_e_3_3	Omi32_e_3_4	Omi32_e_4_1	Omi32_e_4_2	Omi32_e_4_3	Omi32_e_4_4	Omi32_e_5_1	Omi32_e_5_2	Omi32_e_5_3	Omi32_e_5_4	Omi32_e_6_1	Omi32_e_6_2	Omi32_e_6_3	Omi32_e_6_4	Omi32_e_7_1	Omi32_e_7_2	Omi32_e_7_3	Omi32_e_7_4	Omi32_e_8_1	Omi32_e_8_2	Omi32_e_8_3	Omi32_e_8_4	Omi32_e_F_1	Omi32_e_F_2	Omi32_e_F_3	Omi32_e_F_4	Omi32_e_F_5	Omi32_e_F_6	Omi32_e_F_7	Omi32_e_F_8	Omi32_f_2_1	Omi32_f_2_2	Omi32_f_2_3	Omi32_f_2_4	Omi32_f_3_1	Omi32_f_3_2	Omi32_f_3_3	Omi32_f_3_4	Omi32_f_4_1	Omi32_f_4_2	Omi32_f_4_3	Omi32_f_4_4	Omi32_f_5_1	Omi32_f_5_2	Omi32_f_5_3	Omi32_f_5_4	Omi32_f_6_1	Omi32_f_6_2	Omi32_f_6_3	Omi32_f_6_4	Omi32_f_7_1	Omi32_f_7_2	Omi32_f_7_3	Omi32_f_7_4	Omi32_f_8_1	Omi32_f_8_2	Omi32_f_8_3	Omi32_f_8_4	Omi32_f_F_1	Omi32_f_F_2	Omi32_f_F_3	Omi32_f_F_4	Omi32_f_F_5	Omi32_f_F_6	Omi32_f_F_7	Omi32_f_F_8
0110111000110	0	398	2282	3385	4	725	360	5541	8	5	1015	5908	11	113	197	3264	252	252	1862	1	1477	1984	191	0	3290	495	3	0	1	0	0	1	673	2826	822	1	1	4	3197	1481	0	234	1536	2005	1	3	286	8666	427	2	39	3113	400	5	1241	0	3961	504	15	0	2714	451	197	0	0	0	69	0	88	1425	3094	0
0110111000111	1	507	3621	5069	0	1	870	6430	6	4	327	2665	7	4	10	3187	7	4	1072	706	1511	2062	0	0	4556	992	1	0	6	0	3	0	1249	4009	1205	1	0	272	2868	1442	0	4	2104	2638	0	4	553	6039	1	4	358	5495	447	11	599	1	5018	486	16	0	4455	98	19	0	2	1	67	60	86	710	3515	32
0110111001000	4	136	2462	3174	0	238	1294	5552	1	7	1083	1829	3	0	1798	1139	557	302	816	0	1149	614	350	0	4550	273	1	0	2	0	0	119	977	2482	1037	0	1	3	2557	1542	1	1	3106	2763	0	2	5	6418	0	0	956	2604	1282	661	2	0	3718	1	375	0	5920	170	0	0	0	0	114	0	161	1310	2153	0
0110111001001	0	1222	2193	4482	0	39	1072	4466	9	4	730	3780	7	2	2212	1629	172	1167	1279	1	4206	163	0	0	6017	518	2	0	1	0	1	0	1000	4882	1154	1	0	200	3131	3060	0	569	1333	3537	0	5	348	8888	3	1	1299	2803	3011	637	2	0	5126	1631	5	0	4316	521	4	0	1	0	68	1	2	1293	3757	31
0110111001010	0	2	464	1591	0	1	1	2747	6	650	599	475	3	4	1528	1631	508	578	138	0	1307	54	0	0	2224	349	0	0	0	0	121	55	407	730	34	0	0	3	582	690	1	277	897	1477	0	1	253	1470	0	0	531	2535	650	201	0	0	1257	0	0	0	2785	196	0	0	0	0	98	242	0	452	943	0
0110111001011	1	34	1265	5363	0	302	416	5175	7	313	56	1872	2	6	948	1993	579	273	150	2	1994	1507	1	0	1906	137	1	0	0	194	3	114	330	1685	779	0	0	119	3484	2118	0	2	941	1694	0	3	786	3085	5	1	1643	4360	1605	1671	4	0	4794	584	11	0	4322	1010	0	0	0	0	126	1	52	930	1721	0
0110111001100	0	138	2544	6112	1	13	940	7310	13	6	238	4168	20	7	196	3727	66	206	2832	2	2517	1678	1	0	6871	671	4	0	1	20	1	392	3027	3196	200	1	0	108	2325	1752	0	138	1720	3325	0	125	504	9303	0	4	370	8081	862	370	1314	0	3270	466	220	0	8862	949	400	0	1	0	62	164	12	4045	1904	0
0110111001101	0	0	1	356	0	1	42	1107	1	5	11	667	0	0	204	1	0	0	41	0	0	701	0	0	1737	0	0	0	0	0	0	0	74	401	0	0	0	0	501	53	0	0	81	633	0	2	499	620	0	0	1	82	2	0	0	0	680	0	5	0	799	0	0	0	0	0	0	0	2	72	479	0
0110111001110	1	450	1784	1692	0	4	328	1925	4	563	56	1346	6	105	358	1999	1	11	1308	0	631	1458	199	0	3625	1	3	0	0	298	1	228	585	1796	320	0	0	1	1640	1049	0	1	1379	1220	0	3	0	1975	1	1	5	1577	6	4	358	0	3889	1	6	0	2078	692	0	0	0	0	97	112	8	748	1700	0
0110111001111	0	626	1257	3661	0	156	928	3186	8	6	268	2670	8	0	134	2683	7	134	1636	2	1131	742	1	0	5349	247	1090	0	1	159	0	0	600	2093	1177	0	0	135	1924	1395	0	233	1433	2055	0	374	10	2797	1	2	247	5811	485	491	458	0	2805	200	5	0	2833	0	0	0	0	0	72	23	119	895	3053	0
0110111010000	1	560	2786	3953	1	605	423	3107	4	6	769	1180	6	0	617	1897	259	603	544	1	2569	1075	0	0	4113	337	1	0	1	0	1	71	818	2156	336	279	0	188	1779	2236	0	1	574	2210	0	44	231	5499	1	2	2013	1379	4013	1030	4	0	3204	121	6	0	4931	171	148	0	0	0	102	2	5	776	3533	50
0110111010001	0	4	907	1959	0	1	515	2243	1	5	521	1222	6	0	366	2027	404	5	723	0	1628	582	0	0	1965	814	0	0	0	0	0	0	294	1654	631	0	0	155	680	1237	0	0	727	1471	0	2	287	987	2	1	1868	1039	759	2	0	1	3618	254	12	0	1361	0	0	0	0	0	1	0	1	479	2046	63
0110111010010	12	1364	11222	14184	6	1536	2668	22068	29	2370	4084	6432	30	522	5691	8493	2851	5568	3466	7	9584	7121	532	0	18812	2809	920	0	7	5	4	437	3078	13654	5547	773	0	211	9182	9668	2	8	5583	12304	0	18	4982	20149	8	581	7038	14258	10498	3548	9	0	21025	476	460	0	21396	1222	745	0	0	0	201	3	298	3522	13526	383
0110111010011	1	4	3248	3962	0	247	1031	6101	8	250	1488	3898	17	4	2365	903	1372	1305	452	0	1703	727	359	0	6052	234	6	0	4	3	1	100	825	3284	1084	1	1	1	2743	1908	0	0	902	2355	0	4	912	5218	5	3	884	4991	2614	1810	0	332	5085	545	2	0	3599	4	119	0	3	0	79	0	226	1069	3126	47
0110111010100	2	7	1450	2641	0	4	437	2478	600	2	361	618	2	0	15	1178	3	974	1297	2	981	156	0	0	2834	167	333	0	0	1	0	222	715	2381	213	0	0	4	1674	590	0	0	1393	1715	0	242	663	4217	4	2	1	2525	187	1031	629	0	2545	1	3	0	1994	616	0	0	0	0	39	41	0	1183	902	0
0110111010101	0	1	233	1043	0	1	360	966	0	0	30	691	0	0	0	560	2	0	224	0	284	0	0	0	365	0	0	0	1	0	0	101	0	949	454	0	0	1	524	530	0	0	397	672	0	0	1	845	0	0	177	1036	78	0	394	0	160	0	0	0	1213	0	0	0	0	0	0	48	2	92	467	0
0110111010110	0	440	1499	1146	0	277	73	1668	1	0	12	509	0	1	2	707	0	0	1	0	903	297	4	0	572	375	0	0	0	0	0	110	431	852	875	0	0	1	744	999	0	0	152	1545	0	1	0	1575	973	0	16	2189	216	237	78	0	1539	0	2	0	705	0	152	0	0	0	45	0	117	383	1379	57
0110111010111	0	4	1106	4357	1	1	766	4754	11	303	475	1798	16	438	17	2903	159	8	1870	517	1692	985	0	0	3978	613	1	0	313	0	1	0	1030	2179	1220	1	1	98	1472	1080	0	169	767	3828	0	1	895	7107	0	1	605	5053	150	9	1605	0	4129	525	6	0	3617	1	379	0	2	159	119	0	6	467	2320	67
0110111011000	0	606	2652	4338	0	2	1076	3462	5	656	2476	1577	7	1093	2085	1063	1598	1668	1	0	2899	471	0	0	5233	300	4	0	125	0	118	108	661	3133	980	131	0	2	1635	2625	0	2	2565	2503	0	2	1582	1943	1	4	2547	1174	5959	30	5	0	5391	6	4	0	5084	0	716	0	1	0	52	0	146	1099	3374	65
0110111011001	1	159	842	1846	1	4	308	2346	386	257	1706	685	68	472	1016	924	345	352	836	0	2182	322	404	0	1234	470	1	0	2	0	1	1	261	1532	469	0	1	165	1311	1857	0	297	916	855	0	222	217	688	1	2	1165	524	601	4	1	0	3504	772	2	0	2624	2	0	0	0	0	0	93	10	462	1368	66
0110111011010	1	1	210	4	0	1	106	104	1	249	13	1	0	1	1446	420	0	314	0	0	94	1	0	0	271	0	2	0	0	0	574	0	74	945	427	0	0	0	461	116	0	1	1	314	0	0	578	585	0	0	229	0	1277	158	0	0	740	1	4	0	805	0	1	0	1	0	22	2	0	257	272	0
0110111011011	5	551	5801	10485	2	9	2006	11403	12	181	2235	6750	15	107	2913	3434	3523	2672	826	0	5477	2282	317	0	10970	846	1	0	4	1	2	129	1140	6979	2840	3	0	210	4790	5113	0	146	2874	4601	2	3	5398	5697	448	3	5218	1744	10446	2485	328	0	9888	1390	10	0	12639	1308	107	0	1	0	76	3	346	2119	7569	155
0110111011100	0	2	1114	2586	0	1	393	1638	12	2	496	2782	11	2	5	1702	1	376	857	1	884	735	0	0	1929	1581	5	0	1	0	0	38	1404	1523	482	0	0	0	1639	1658	0	0	1458	1062	0	1	670	2101	1	1	578	1627	164	1840	1	0	1352	297	3	0	4236	248	0	0	1	0	105	0	160	1844	734	0
0110111011101	3	1331	0	55	0	0	245	328	0	3	1	0	1	1	1	182	2	0	0	0	1	0	0	0	462	0	0	0	2	0	1	0	132	203	71	1	0	0	244	84	0	0	2	332	0	0	0	1216	0	0	2	0	5	537	0	0	576	0	613	0	306	0	0	0	0	0	0	0	1	207	540	0
0110111011110	0	2	1861	3120	1	369	252	7337	11	107	10	2137	17	3	416	3925	253	391	1046	4	2481	815	0	0	6746	1694	3	0	4	834	0	5	1154	2687	1367	1	1	213	2658	1967	0	4	3496	1547	0	3	185	7083	5	3	265	4346	2989	1467	1	0	2998	1108	3	0	5956	539	222	0	1	1	33	2	574	1124	3316	28
0110111011111	1	0	293	434	0	0	3	607	1	1	13	656	1	0	5	170	1	452	374	0	937	1	0	0	638	218	0	0	0	0	0	0	0	1017	34	1	0	1	541	765	0	0	651	490	0	0	1	931	0	1	2	0	271	859	0	0	462	476	0	0	1650	0	0	0	0	0	16	0	0	373	1070	0
0110111100000	3	3	698	956	0	4	283	1473	0	0	0	981	3	0	222	734	101	9	0	0	972	305	0	0	1525	269	3	0	0	0	0	99	44	971	759	0	0	0	359	1083	0	2	389	896	0	114	148	1990	0	2	759	490	1064	674	0	1	1139	363	0	0	1464	0	1	0	0	0	43	0	1	269	1648	0
0110111100001	1	335	2085	4356	1	128	1422	4894	7	9	1499	1078	8	490	2005	1154	576	3019	898	1	2311	1713	212	0	3408	918	4	0	0	142	2	1	688	2820	1378	2	0	339	4018	1451	2	305	3722	1289	0	4	1812	5742	0	4	1551	3015	3913	1285	0	1	6996	1024	229	0	5324	426	0	0	1	0	35	1	80	2086	3474	1
0110111100010	0	0	0	247	0	0	0	1075	0	0	1	0	2	0	0	182	0	670	1	0	2	254	0	0	865	133	0	0	0	0	0	0	2	0	70	1	0	0	0	452	0	0	1	490	0	0	366	1	1	0	992	1	0	0	0	0	2	0	0	0	671	0	219	0	0	0	0	0	0	141	97	0
0110111100011	0	198	0	617	0	1	322	455	0	2	841	0	2	0	354	190	181	0	435	0	3	48	0	0	1029	86	0	0	0	0	0	102	1	309	0	0	0	174	100	328	0	299	0	292	0	0	326	1173	0	0	347	0	1144	0	2	0	1940	0	0	0	415	0	0	0	0	0	0	0	0	307	241	0
0110111100100	1	2	1536	2051	1	1	229	3479	2	0	328	2233	1	0	322	602	3	664	1549	2	527	1714	351	0	3202	804	2	0	343	0	0	101	109	592	414	0	0	1	1611	1308	0	2	1277	1985	0	3	220	4721	0	0	0	2618	114	2768	410	1	5323	744	6	0	2872	581	1	0	0	0	91	113	2	813	1893	0
0110111100101	4	1043	3326	5862	2	822	927	8582	19	9	242	6754	13	8	7	8734	81	449	3134	3	2936	3201	0	0	4192	952	633	0	1	151	589	151	534	3546	1721	112	0	3	3885	3137	1	5	1351	4009	0	4	771	12576	4	4	44	6317	463	2522	1397	0	7660	2	170	0	5671	221	181	0	114	0	192	0	26	1658	4777	126
0110111100110	0	1	207	1578	0	364	85	1223	4	4	2	811	7	3	363	200	2	1076	251	1	565	1364	3	0	2104	173	1	0	0	1	1	0	235	29	249	0	0	2	573	641	0	0	1103	800	1	2	534	1964	1	1	386	1768	403	916	162	0	1053	0	3	0	1382	115	212	0	0	0	12	0	0	492	336	0
0110111100111	0	919	350	1471	0	139	658	1343	0	1	0	441	5	1	4	939	3	1	280	0	407	560	1	0	1311	263	2	0	0	0	140	0	746	582	583	0	0	0	1452	681	0	1	427	1501	0	1	192	2027	1	2	715	627	178	707	2	0	1710	0	10	0	3488	0	176	0	0	0	57	2	2	503	1580	57
0110111101000	2	4	589	2020	0	187	494	3272	7	5	386	1483	6	2	1183	219	2920	1854	0	0	564	252	1	0	3129	566	2	0	0	0	1	52	525	1214	477	1	0	3	917	970	0	177	891	1220	0	0	1414	1982	1	5	834	587	742	412	0	0	1597	0	151	0	3940	0	428	0	1	0	84	93	2	608	1989	150
0110111101001	0	474	2972	4630	3	9	864	4447	8	870	2409	548	347	8	3121	1769	1884	2417	419	0	1504	714	2	0	6157	877	75	0	2	1	98	106	973	4883	1794	99	0	178	2308	3854	0	0	2316	2372	0	190	3422	2310	1	2	3109	1870	7567	1255	3	0	7338	641	318	0	6241	381	304	0	0	1	122	0	5	1121	4359	142
0110111101010	0	1	480	1193	0	6	1636	1224	10	1170	1232	3	3	1391	1701	875	666	578	250	2	2925	297	374	0	1691	131	846	0	0	0	1	122	928	1169	467	0	1	149	2598	844	1	4	1721	727	0	135	2992	1004	1	4	1357	802	3718	1301	163	0	2649	480	650	0	3485	109	0	0	0	0	79	125	218	1593	754	85
0110111101011	0	3	500	222	0	1	57	891	8	447	178	203	0	575	260	3	486	218	470	0	1348	48	0	0	1609	0	0	0	3	0	1	0	92	495	157	0	0	0	1574	959	0	184	182	332	0	0	514	599	1	819	199	2	1355	0	1	0	947	0	2	0	1962	0	0	0	0	0	0	0	1	414	753	0
0110111101100	2	640	3184	6165	0	348	1042	6660	18	6	2427	5202	11	4	822	3811	86	881	2855	3	2810	2509	0	0	6600	698	2	0	3	2	3	334	864	3151	1448	320	2	233	3385	1827	0	4	1786	4344	0	243	134	7592	1	653	1124	6214	1233	452	1	0	6737	988	8	0	6762	3	0	0	215	0	142	78	31	1227	4818	208
0110111101101	2	255	568	250	0	0	71	1889	0	358	0	3123	1	0	0	478	2	1	784	0	74	621	0	0	72	1	0	0	0	0	0	0	677	864	201	0	0	88	714	114	0	0	525	1025	0	2	0	984	0	0	128	8	322	690	2	0	1576	0	1	0	1266	0	93	0	0	0	22	0	7	242	679	0
0110111101110	0	2	621	289	0	0	249	1286	2	1	19	197	3	0	349	184	248	399	217	0	3	0	0	0	1353	1	0	0	0	1	0	0	0	261	466	2	0	66	689	348	0	0	221	503	0	1	1	1569	1	623	630	1	297	302	2	0	579	0	0	0	1478	82	0	0	0	0	63	0	0	173	1099	0
0110111101111	2	839	1091	563	0	2	290	1940	2	3	1927	954	0	2	139	1421	117	555	1102	0	735	6	0	0	793	495	41	0	2	0	0	0	151	1792	954	0	0	1	1426	432	0	2	708	496	0	2	316	2036	1	0	1	2375	388	1	0	0	1395	255	1	0	1905	62	0	0	0	0	10	0	1	455	1433	82
0110111110000	1	9	2243	2155	0	120	1283	2012	5	1768	1231	436	3	1692	1792	841	1107	558	4	1	1686	1342	245	0	2673	1120	527	0	0	1	0	344	779	2129	955	0	0	100	1508	1591	0	3	1603	1696	0	139	4151	1017	0	586	4770	1005	2143	113	0	0	7321	409	269	0	5479	244	0	0	0	0	72	1	7	1049	3056	0
0110111110001	0	4	1779	3297	1	2	1687	4388	3	170	1171	790	1	855	1674	1523	1120	447	317	0	1198	983	0	0	4712	660	0	0	0	1	2	3	636	2868	469	151	0	95	1428	1551	0	1	1254	2117	0	2	2705	1133	0	2	1468	551	1394	553	2	0	3603	397	2	0	3492	129	0	0	1	0	119	0	2	861	2017	82
0110111110010	0	0	0	283	0	5	181	122	0	0	24	0	0	0	401	398	1	0	0	0	117	0	0	0	159	471	85	0	0	0	0	0	120	1	185	0	0	0	0	61	0	0	136	0	0	0	146	0	0	1	341	1	486	0	0	0	0	2	0	0	296	0	0	0	0	0	12	0	0	67	282	0
0110111110011	0	1	248	1	1	1	212	222	2	0	585	1162	3	1	1	0	651	304	0	0	1	0	0	0	293	0	0	0	0	0	0	0	239	69	499	0	0	0	133	255	0	0	154	404	0	0	199	707	0	0	533	264	214	1	0	0	230	0	4	0	505	0	0	0	0	0	10	1	1	73	156	0
0110111110100	4	0	1570	1255	1	1	199	2585	2	334	1	623	4	0	185	1649	1	599	357	0	262	311	0	0	2816	599	0	0	0	0	0	0	232	1515	284	0	0	1	1233	1210	0	0	1453	1481	0	3	3	1815	0	2	212	1269	1173	678	1	1	1734	159	617	0	2900	0	2	0	0	0	0	0	50	468	1582	77
0110111110101	2	3	727	844	0	3	109	2491	5	0	16	1733	4	1	124	1047	0	7	393	4	1286	681	0	0	1545	2	5	0	0	1	0	0	242	661	661	0	0	1	776	981	0	0	471	606	0	1	211	1303	1	3	328	1924	98	3	0	0	2655	1	0	0	2596	267	0	0	0	0	0	0	2	310	979	0
0110111110110	2	171	178	708	0	0	641	1617	2	258	27	289	3	0	331	1424	270	206	635	0	701	70	0	0	1456	0	2	0	0	0	2	0	194	1807	87	0	0	0	1178	579	0	0	566	1409	1	2	198	1831	2	2	0	1507	54	1187	0	0	2493	339	2	0	2603	381	0	0	0	0	20	0	16	698	937	19
0110111110111	0	727	876	2846	2	681	970	2729	2	128	272	3890	6	2	712	2380	147	736	2489	0	1093	1205	461	0	2296	4	0	0	1	0	0	83	306	1587	331	0	0	0	1719	953	0	322	826	626	0	1	542	3188	2	1	902	3464	1109	2544	352	1	2354	894	1	0	2637	0	0	0	0	0	6	0	33	574	2241	171
0110111111000	2	807	482	4882	0	535	2141	2338	3	1101	1017	527	5	1073	3741	377	953	212	483	2	2795	1206	1	0	5984	655	803	0	2	1	0	267	865	2805	673	507	0	146	2387	2009	0	3	3150	1751	0	1270	5098	3	1	3	2873	360	2901	245	1	1	4840	1175	9	0	6185	86	1	0	0	0	106	80	20	1329	3744	120
0110111111001	0	0	1123	2929	0	0	948	1995	0	1379	1102	308	2	635	1074	201	2220	1	660	0	2603	1691	0	0	3021	1	2	0	0	0	145	107	584	1345	573	0	0	140	498	1400	0	1	2606	2155	0	264	1983	214	3	2	922	313	972	3	0	0	1076	0	2	0	4492	2	0	0	0	0	29	125	124	1071	2168	0
0110111111010	0	0	755	0	0	0	414	187	2	1	3	831	0	1	1273	0	840	459	166	0	709	441	0	0	814	0	2	0	0	0	1	122	377	512	159	0	0	0	85	291	0	0	1076	488	0	0	1432	0	0	496	1212	0	757	0	0	1	745	44	0	0	1525	0	0	0	0	0	27	151	0	299	829	78
0110111111011	1	0	0	1052	0	0	634	107	0	5	154	0	0	1	444	0	313	3	3	0	120	265	0	0	1206	0	0	0	2	0	0	0	1	99	203	0	0	514	443	173	0	0	457	286	0	332	0	0	0	0	379	0	59	0	0	0	381	0	0	0	524	106	0	0	0	2	0	0	87	205	620	0
0110111111100	5	195	2279	2763	2	410	1239	5753	5	8	690	2290	7	2	1763	1020	423	1990	984	1	2591	317	353	0	4909	412	577	0	0	1	284	327	837	3362	396	1	1	2	2368	1859	0	2	1577	2020	68	156	572	4579	3	4	1889	128	4422	947	710	0	2247	601	7	0	4514	371	101	0	1	0	47	2	212	1011	2212	47
0110111111101	2	493	2802	6164	2	256	1158	7880	10	10	1402	4363	10	408	1753	3762	566	1320	1673	6	3156	1803	1518	0	7367	1336	5	0	218	112	233	0	1410	3492	2205	0	0	3	2427	3665	0	0	2586	3996	0	1	1153	5404	0	3	1672	5496	7481	1018	12	180	5691	979	663	0	7401	837	296	0	2	0	276	195	285	1443	4309	52
0110111111110	1	594	557	821	0	473	288	1665	3	1	127	855	4	143	303	2	420	504	0	1	445	2	0	0	1130	532	1	0	1	0	3	112	155	430	652	269	0	3	712	622	0	2	369	824	0	0	537	1410	1	0	1013	1	832	797	0	0	640	210	270	0	1249	433	0	0	0	0	21	0	182	722	844	0
0110111111111	0	3	0	1425	0	467	251	1410	1	4	148	0	2	1	2	891	296	4	708	0	288	111	0	0	822	167	0	0	0	0	0	167	149	398	261	1	0	0	502	306	0	0	299	658	0	0	253	1040	0	0	441	822	2	621	0	0	1419	185	2	0	1544	1	0	0	1	0	44	0	0	221	1424	0
0111000000000	0	75	252	612	0	0	834	308	1	0	766	348	2	1148	346	0	62	0	376	0	321	471	0	0	454	514	0	0	0	0	0	47	155	693	347	0	0	114	286	392	0	1	478	1	0	1	1523	552	0	179	884	0	605	0	0	0	611	193	0	0	462	0	0	0	0	0	1	1	10	236	732	0
0111000000001	2	1327	3614	5011	1	1169	2640	3637	6	1884	2299	682	10	884	3232	1218	1682	2025	299	1	1666	1885	885	0	5388	1078	3	0	3	0	3	52	1746	5431	859	148	1	373	6889	3057	1	347	7247	1506	0	768	3093	1361	5	10	3726	7	2938	365	2	1	6890	897	8	0	7062	248	375	0	1	0	208	93	101	2930	5595	137
0111000000010	3	2497	5003	7576	1	985	4698	3978	11	288	5123	2701	13	1479	7373	2915	4001	2990	810	3	4376	913	5	0	8152	1355	1401	0	178	555	3	246	2697	6861	1929	3	2	3	7900	2973	0	7	10797	1987	0	3	5797	3713	5	763	6327	2994	5327	163	5	144	11020	1710	9	0	12055	1129	7	0	3	1	142	2	201	4004	6401	119
0111000000011	0	543	4830	4026	0	3	1543	1043	4	293	2442	752	1	329	2772	1592	2022	2590	34	1	1393	1731	1	0	5133	120	1322	0	875	644	62	0	1172	3042	816	0	0	304	3355	1622	2	300	2598	758	0	7	1794	487	0	1	2535	398	2216	2	5	0	3344	49	6	0	5076	467	0	0	0	0	21	0	105	1141	2411	0
0111000000100	0	4	3125	3158	199	0	1970	2858	14	4	1450	3613	293	3	2013	4791	404	1152	1507	5	1612	653	108	0	6220	424	1	0	3	1	0	2	1414	4132	1407	0	0	186	4046	1770	1	354	3304	1922	0	3	1407	5234	2	3	1746	3602	2911	2045	5	0	5354	101	3	0	5831	668	2	0	1	1	79	159	22	1704	4454	1
0111000000101	0	499	0	2	125	1	237	1079	1	0	17	987	1	0	163	434	0	0	0	0	1081	846	0	0	1300	195	0	0	0	0	0	0	0	109	0	0	0	1	818	43	0	1	249	473	0	0	106	795	0	0	1	361	1	0	0	0	888	0	0	0	784	0	0	0	0	0	0	0	1	263	364	39
0111000000110	0	279	1882	1883	1	476	655	1610	5	1	1458	2414	5	1	239	1682	1	1262	891	0	1125	2430	411	0	2869	62	1	0	0	0	197	0	710	1203	132	0	0	44	1710	1445	0	1	2012	853	0	633	900	3139	1	1	750	1705	832	327	0	0	3384	1070	380	0	3697	522	0	0	0	0	27	2	2	1195	1687	34
0111000000111	1	1191	2577	2087	0	519	1440	2635	4	766	1198	2232	1	6	134	1529	549	1228	952	0	1720	1492	0	0	3099	275	0	0	0	1	0	0	847	2488	753	0	0	5	2266	380	1	3	1716	745	0	0	1443	2219	2	3	31	1090	782	983	0	0	1397	2	5	0	3345	4	229	0	0	0	69	1	11	1192	1898	43
0111000001000	0	694	1851	296	0	3	1267	334	8	320	326	1239	5	1207	1724	4	1594	182	702	0	812	978	335	0	1482	1	3	0	1	1	2	0	511	2265	329	1	0	4	2773	776	0	0	3352	659	0	1	3244	471	2	4	2059	2	2159	3	4	2	1975	248	19	0	2216	1	296	0	1	0	54	1	2	982	1853	1
0111000001001	0	134	538	431	0	566	790	2	1	366	349	0	6	2	347	1077	276	520	1	0	1066	393	0	0	2675	139	2	0	3	0	1	0	261	1359	519	0	1	1	2040	617	0	1	1103	738	1	2	1492	364	1	848	277	0	810	1	0	0	2486	271	613	0	1790	173	212	0	1	0	6	44	3	703	1484	0
0111000001010	0	0	0	266	0	0	325	113	1	0	0	0	0	323	1	2	464	344	0	0	459	120	0	0	456	0	1	0	0	1	0	0	193	385	290	0	0	0	427	97	0	0	280	1	0	2	249	329	0	1	293	0	1	0	0	0	103	0	4	0	749	0	0	0	0	0	0	0	4	2	229	0
0111000001011	0	0	301	262	0	2	190	454	5	336	663	0	1	0	418	3	4	363	1	0	1241	1	0	0	1307	452	0	0	0	0	0	1	294	756	346	0	0	0	717	56	0	0	779	115	0	0	523	354	0	0	283	1	372	0	1	0	1839	157	0	0	738	0	0	0	0	0	0	0	17	146	293	0
0111000001100	0	952	2921	3320	0	159	2973	2539	6	286	2934	1969	7	5	2475	2003	781	1620	1253	0	2516	927	0	0	5921	825	2	0	3	0	2	97	744	2741	929	320	0	294	5057	1695	0	6	3356	2497	0	6	2025	3029	1	5	2521	3042	3742	2453	6	1	6069	0	607	0	4700	237	186	0	0	1	51	1	108	1437	2347	86
0111000001101	0	0	1931	740	1	0	359	792	1	726	201	898	2	0	1535	1237	439	866	218	0	849	243	0	0	3164	1	0	0	2	0	0	0	178	2004	650	0	0	2	1610	1086	0	2	1506	433	0	3	642	1414	0	2	0	367	1170	979	1	0	2777	190	1	0	2146	1	0	0	0	1	9	0	1	1181	1616	0
0111000001110	2	1110	8055	8400	0	1011	6235	8284	19	427	4551	4269	15	1312	1558	6512	1776	5007	1729	3	7182	1835	3	0	14452	991	7	0	3	2	5	434	2052	8968	2787	1	1	183	10554	4712	2	112	8207	4091	0	344	3842	11246	2	16	3770	7059	5339	2530	6	0	18529	1830	1014	0	12357	458	202	0	225	1	214	314	109	5877	8893	21
0111000001111	1	3	3018	4130	1	7	1786	5008	7	137	1415	2118	3	1	1117	3265	9	1855	164	3	2611	1922	3	0	2541	292	2	0	2	92	3	120	1425	2601	1944	0	0	520	3357	2333	0	493	2017	2099	1	3	1442	5203	0	0	1077	2442	910	1011	4	0	3232	32	16	0	3971	95	0	0	0	0	68	1	209	1691	3588	100
0111000010000	377	447	885	1778	0	329	902	1023	4	1	2086	72	3	230	795	360	1427	3	317	0	826	386	999	0	2932	2	123	0	0	1	0	0	997	2431	501	0	0	419	1633	1574	0	0	2462	710	0	497	1260	52	2	2	1545	325	897	307	2	0	1279	475	1	0	2262	354	308	0	0	1	63	60	51	1284	1624	0
0111000010001	0	1	756	622	0	244	483	336	1	590	12	217	5	648	861	164	410	2	1	0	400	0	0	0	996	0	0	0	0	0	191	0	285	255	250	0	0	0	1715	404	0	0	2347	514	0	229	997	306	3	0	254	0	221	1	0	0	1588	1	3	0	566	0	0	0	1	0	0	0	50	217	732	36
0111000010010	0	465	1517	779	0	235	959	1471	7	1	189	0	7	1	1876	1038	550	784	2	2	653	472	0	0	1543	380	1	0	1	2	2	109	462	1198	187	0	0	0	1233	413	0	0	1306	342	0	0	971	1359	0	682	1857	0	1553	0	0	0	1980	2	1	0	1040	2	0	0	0	0	16	59	1	783	1051	0
0111000010011	0	263	359	302	0	1	187	0	3	0	312	0	1	317	3	369	120	1	0	0	148	1	2	0	127	337	361	0	1	0	1	0	219	275	1	0	0	1	157	143	0	0	342	185	0	0	455	293	0	0	0	1	0	1	0	0	420	0	0	0	576	0	0	0	0	0	28	0	0	72	415	39
0111000010100	1215	57	1259	4060	0	627	1759	1363	3	6	1236	1302	1	2	2761	2044	682	1920	498	0	2048	731	522	0	4988	819	944	0	1	2	1	8	720	1785	926	0	0	2	3518	2448	0	474	2941	2121	0	366	1575	2554	0	0	1669	547	3194	364	1	0	4929	419	2	0	3864	295	2	0	0	273	35	50	108	1485	3303	0
